"","time","country","reported_cases","reported_cases_c","predicted_cases_c","predicted_min_c","predicted_max_c","predicted_cases","predicted_min","predicted_max","deaths","deaths_c","estimated_deaths_c","death_min_c","death_max_c","estimated_deaths_an_c","death_min_an_c","death_max_an_c","estimated_deaths","death_min","death_max","rt","rt_min","rt_max"
"1",2020-02-07,"France",0,0,19.4523346759978,7.65458978953521,42.6438342988281,19.4523346759978,7.65458978953521,42.6438342988281,0,0,1.94523346759978e-14,7.65458978953521e-15,4.26438342988281e-14,5.20138875354521e-16,1.38665293799813e-16,9.65618830386418e-16,1.94523346759978e-14,7.65458978953521e-15,4.26438342988281e-14,4.45013246581258,3.7890784879454,5.01354252952498
"2",2020-02-08,"France",5,5,38.9046693519956,15.3091795790704,85.2876685976562,19.4523346759978,7.65458978953521,42.6438342988281,0,0,5.20984543860261e-07,2.11337048526148e-07,1.11515237767359e-06,5.20984524928065e-07,2.11337041010224e-07,1.11515233599537e-06,5.20984524407926e-07,2.11337040871558e-07,1.11515233502975e-06,4.45013246581258,3.7890784879454,5.01354252952498
"3",2020-02-09,"France",0,5,58.3570040279935,22.9637693686056,127.931502896484,19.4523346759978,7.65458978953521,42.6438342988281,0,0,8.05157903302937e-06,3.26611791203322e-06,1.72341724931036e-05,8.05157901409717e-06,3.26611790451729e-06,1.72341724514254e-05,7.53059448916911e-06,3.05478086350707e-06,1.61190201154301e-05,4.45013246581258,3.7890784879454,5.01354252952498
"4",2020-02-10,"France",0,5,77.8093387039913,30.6183591581408,170.575337195312,19.4523346759978,7.65458978953521,42.6438342988281,0,0,6.03157992770427e-05,2.44670656031027e-05,0.000129104227193588,6.03157992581105e-05,2.44670655955868e-05,0.00012910422715191,5.22642202440133e-05,2.12009476910695e-05,0.000111870054700485,4.45013246581258,3.7890784879454,5.01354252952498
"5",2020-02-11,"France",0,5,97.2616733799891,38.272948947676,213.21917149414,19.4523346759978,7.65458978953521,42.6438342988281,0,0,0.000260776435600365,0.000105783795193,0.000558184432467536,0.000260776435581433,0.000105783795185484,0.000558184432425858,0.000200460636323322,8.13167295898973e-05,0.000429080205273948,4.45013246581258,3.7890784879454,5.01354252952498
"6",2020-02-12,"France",0,5,116.714008055987,45.9275387372113,255.863005792968,19.4523346759978,7.65458978953521,42.6438342988281,0,0,0.00082924159507365,0.000336381325471262,0.0017749676962125,0.000829241595054717,0.000336381325463746,0.00177496769617082,0.000568465159473284,0.000230597530278262,0.00121678326374496,4.45013246581258,3.7890784879454,5.01354252952498
"7",2020-02-13,"France",0,5,161.290052024247,67.0057286910265,344.309560908563,44.5760439682597,21.0781899538152,88.4465551155944,0,0,0.00212817441999634,0.000863292599509709,0.00455529591115418,0.00212817441997741,0.000863292599502193,0.0045552959111125,0.00129893282492269,0.000526911274038447,0.00278032821494168,4.45012477201978,3.78906375776151,5.0135385776049
"8",2020-02-14,"France",0,5,215.914467265791,93.1622481995818,452.180684261695,54.624415241544,26.1565195085553,107.871123353132,0,0,0.00469019558293727,0.00190265477178924,0.0100389288448698,0.00469019558291834,0.00190265477178173,0.0100389288448281,0.00256202116294093,0.00103936217227953,0.00548363293371558,4.45012181534721,3.789058797629,5.01353681896018
"9",2020-02-15,"France",0,5,285.400035041491,127.637796996961,587.518937270078,69.4855677757003,34.4755487973789,135.338253008383,1,1,0.00923560558983569,0.00374767769473303,0.0197638306089109,0.00923560558981676,0.00374767769472552,0.0197638306088692,0.00454541000689842,0.00184502292294379,0.00972490176404109,4.45011819078638,3.78905276804305,5.01353464183297
"10",2020-02-16,"France",0,5,375.668899505913,174.365965418458,759.614306493887,90.2688644644224,46.728168421497,172.095369223809,0,1,0.0166668504147616,0.00677059155705993,0.03563868234717,0.0166668504147426,0.00677059155705242,0.0356386823471283,0.00743124482492587,0.0030229138623269,0.0158748517382591,4.45011357502231,3.78904527616531,5.013531791352
"11",2020-02-17,"France",1,6,493.664180445889,238.093916581013,979.215132120083,117.995280939976,63.7279511625552,219.600825626196,0,1,0.0280946434577318,0.0114404113539618,0.0599723922350713,0.0280946434577129,0.0114404113539543,0.0599723922350296,0.0114277930429702,0.00466981979690188,0.0243337098879013,4.45010757056192,3.78903582533709,5.01352795804064
"12",2020-02-18,"France",0,6,648.076264568629,325.035558199939,1259.80387096397,154.412084122739,86.9416416189258,280.588738843888,0,1,0.0449219483829829,0.0183701393005469,0.0956062924588215,0.044921948382964,0.0183701393005394,0.0956062924587798,0.0168273049252512,0.0069297279465851,0.0356339002237502,4.45009971108069,3.78902384122412,5.01352277110255
"13",2020-02-19,"France",0,6,850.176066667981,443.297574720703,1618.52048681964,202.099802099353,118.262016520764,358.716615855669,0,1,0.0689001220458629,0.0283555382786285,0.145978579554873,0.068900122045844,0.028355538278621,0.145978579554831,0.02397817366288,0.00998539897808159,0.0503722870960512,4.45008941212853,3.78900862819061,5.01351574976852
"14",2020-02-20,"France",0,6,1114.73279225976,603.628622181801,2077.86360977784,264.556725591778,160.331047461098,459.343122958196,0,1,0.102275723983901,0.0424600162401808,0.215352471454086,0.102275723983882,0.0424600162401733,0.215352471454044,0.033375601938038,0.0141044779615523,0.0693738918992132,4.45007591466779,3.78898931559766,5.01350624849949
"15",2020-02-21,"France",0,6,1461.13275425128,820.29592465265,2663.87786549165,346.399961991523,216.667302470849,586.014255713818,0,1,0.147930415467276,0.062107103211616,0.308998038849792,0.147930415467257,0.0621071032116084,0.308998038849751,0.045654691483375,0.0196470869714351,0.0936455673957064,4.45005822278502,3.78896480093896,5.01349339370293
"16",2020-02-22,"France",0,6,1914.82386192544,1111.31530103247,3406.51300951211,453.691107674156,291.019376379816,742.635144020453,0,1,0.209596807978531,0.0892132868141579,0.433512643111179,0.209596807978512,0.0892132868141504,0.433512643111137,0.0616663925112552,0.0271061836025419,0.124514604261387,4.45003502760415,3.78893368449332,5.01347600264637
