"","time","country","reported_cases","reported_cases_c","predicted_cases_c","predicted_min_c","predicted_max_c","predicted_cases","predicted_min","predicted_max","deaths","deaths_c","estimated_deaths_c","death_min_c","death_max_c","estimated_deaths_an_c","death_min_an_c","death_max_an_c","estimated_deaths","death_min","death_max","rt","rt_min","rt_max"
"1",2020-02-21,"Denmark",0,0,39.0946924008151,15.5742626449489,86.4144038294574,39.0946924008151,15.5742626449489,86.4144038294574,0,0,3.90946924008151e-14,1.55742626449489e-14,8.64144038294574e-14,5.61372406860826e-16,1.47586950329122e-16,9.83504182075318e-16,3.90946924008151e-14,1.55742626449489e-14,8.64144038294574e-14,4.40021356493626,3.60117237462466,5.25836598840894
"2",2020-02-22,"Denmark",0,0,78.1893848016301,31.1485252898979,172.828807658915,39.0946924008151,15.5742626449489,86.4144038294574,0,0,4.81999839809281e-07,1.86470990957604e-07,1.07891195973543e-06,4.81999801275961e-07,1.86470975530928e-07,1.07891187430453e-06,4.81999800714589e-07,1.86470975383341e-07,1.07891187332102e-06,4.40021356493626,3.60117237462466,5.25836598840894
"3",2020-02-23,"Denmark",0,0,117.284077202445,46.7227879348468,259.243211488372,39.0946924008151,15.5742626449489,86.4144038294574,0,0,1.27729947580313e-05,4.94148086323281e-06,2.85911647294215e-05,1.2772994719498e-05,4.94148084780613e-06,2.85911646439906e-05,1.2290994918222e-05,4.7550098722752e-06,2.75122527696861e-05,4.40021356493626,3.60117237462466,5.25836598840894
"4",2020-02-24,"Denmark",0,0,156.37876960326,62.2970505797958,345.657615317829,39.0946924008151,15.5742626449489,86.4144038294574,0,0,9.82476260847517e-05,3.80090004978787e-05,0.000219918203598349,9.82476260462184e-05,3.8009000482452e-05,0.000219918203512919,8.54746313267204e-05,3.30675196346459e-05,0.000191327038868928,4.40021356493626,3.60117237462466,5.25836598840894
"5",2020-02-25,"Denmark",0,0,195.473462004075,77.8713132247447,432.072019147287,39.0946924008151,15.5742626449489,86.4144038294574,0,0,0.000433518654131808,0.000167715103124941,0.000970391320815898,0.000433518654093275,0.000167715103109515,0.000970391320730467,0.000335271028047056,0.000129706102627062,0.000750473117217548,4.40021356493626,3.60117237462466,5.25836598840894
"6",2020-02-26,"Denmark",0,0,234.56815440489,93.4455758696937,518.486422976744,39.0946924008151,15.5742626449489,86.4144038294574,0,0,0.0013874765930461,0.000536772241904471,0.00310573773676375,0.00138747659300757,0.000536772241889044,0.00310573773667832,0.00095395793891429,0.00036905713877953,0.00213534641594786,4.40021356493626,3.60117237462466,5.25836598840894
"7",2020-02-27,"Denmark",1,1,322.197505605172,134.712269024244,676.027391752881,87.6293512002819,41.2666931545505,157.540968776136,0,0,0.00358728351685742,0.00138781023430609,0.00802980161727813,0.00358728351681889,0.00138781023429067,0.00802980161719269,0.00219980692381132,0.000851037992401621,0.00492406388051437,4.4000431132005,3.60092194321262,5.25824713347773
"8",2020-02-28,"Denmark",0,1,429.462210940108,185.759173886197,866.507614807161,107.264705334935,51.0469048619529,190.48022305428,0,0,0.00795419543530604,0.00307732876491535,0.0178044353382867,0.00795419543526751,0.00307732876489992,0.0178044353382013,0.00436691191844862,0.00168951853060926,0.00977463372100859,4.39997870632277,3.6008418444221,5.25819167369074
"9",2020-02-29,"Denmark",1,2,565.48277253384,252.450572902108,1099.42346400009,136.020561593732,66.6913990159106,232.91584919293,0,0,0.0156681012307613,0.00606402736758542,0.0350637188498242,0.0156681012307228,0.00606402736756999,0.0350637188497387,0.00771390579545527,0.00298669860267007,0.0172592835115375,4.39989981120829,3.60074475674514,5.25812277013018
"10",2020-03-01,"Denmark",1,3,741.524111819917,341.887691391362,1387.49659689141,176.041339286076,89.4371184892547,288.073132891321,0,0,0.028270643320867,0.010957036219433,0.0632188251946858,0.0282706433208285,0.0109570362194176,0.0632188251946003,0.0126025420901057,0.00489300885184758,0.0281551063448616,4.39979955881075,3.60062515189969,5.25803165168814
