"","time","country","reported_cases","reported_cases_c","predicted_cases_c","predicted_min_c","predicted_max_c","predicted_cases","predicted_min","predicted_max","deaths","deaths_c","estimated_deaths_c","death_min_c","death_max_c","estimated_deaths_an_c","death_min_an_c","death_max_an_c","estimated_deaths","death_min","death_max","rt","rt_min","rt_max"
"1",2020-02-22,"Austria",0,0,62.0431638400513,22.8838640322296,124.535049619941,62.0431638400513,22.8838640322296,124.535049619941,0,0,6.20431638400513e-14,2.28838640322296e-14,1.24535049619941e-13,5.31575948630241e-16,1.23637966688427e-16,9.43984490466614e-16,6.20431638400513e-14,2.28838640322296e-14,1.24535049619941e-13,4.9034959811091,3.97839649458254,5.79005645934285
"2",2020-02-23,"Austria",0,0,124.086327680103,45.7677280644593,249.070099239883,62.0431638400513,22.8838640322296,124.535049619941,0,0,7.83689061903898e-07,2.79120846600634e-07,1.56066857525112e-06,7.8368900039231e-07,2.79120823840408e-07,1.56066845166006e-06,7.83688999860734e-07,2.7912082371677e-07,1.56066845071607e-06,4.9034959811091,3.97839649458254,5.79005645934285
"3",2020-02-24,"Austria",0,0,186.129491520154,68.6515920966889,373.605148859824,62.0431638400513,22.8838640322296,124.535049619941,0,0,2.07677585583526e-05,7.39670185137827e-06,4.1357714068511e-05,2.0767758496841e-05,7.39670182861804e-06,4.13577139449199e-05,1.99840694964487e-05,7.11758100477764e-06,3.97970454932598e-05,4.9034959811091,3.97839649458254,5.79005645934285
"4",2020-02-25,"Austria",0,0,248.172655360205,91.5354561289185,498.140198479766,62.0431638400513,22.8838640322296,124.535049619941,0,0,0.000159741941200323,5.68941279238188e-05,0.000318116252662161,0.000159741941138811,5.68941279010586e-05,0.00031811625253857,0.00013897418264197,4.94974260724405e-05,0.00027675853859365,4.9034959811091,3.97839649458254,5.79005645934285
"5",2020-02-26,"Austria",2,2,310.215819200256,114.419320161148,622.675248099707,62.0431638400513,22.8838640322296,124.535049619941,0,0,0.000704862948020118,0.000251045920887475,0.00140369121583942,0.000704862947958607,0.000251045920864715,0.00140369121571582,0.000545121006819796,0.000194151792963657,0.00108557496317725,4.9034959811091,3.97839649458254,5.79005645934285
"6",2020-02-27,"Austria",0,2,372.258983040308,137.303184193378,747.210297719649,62.0431638400513,22.8838640322296,124.535049619941,0,0,0.00225591409357782,0.000803472551160249,0.00449251419121498,0.00225591409351631,0.000803472551137489,0.00449251419109139,0.0015510511455577,0.000552426630272774,0.00308882297537556,4.9034959811091,3.97839649458254,5.79005645934285
"7",2020-02-28,"Austria",3,5,528.403217494242,204.600029433118,1012.3690316247,156.144234453934,67.2968452397398,265.158733905047,0,0,0.00583260538152556,0.00207735673053494,0.0116152749445789,0.00583260538146405,0.00207735673051218,0.0116152749444553,0.00357669128794774,0.0012738841793747,0.00712276075336393,4.9033006505529,3.97806933618102,5.78996750714668
"8",2020-02-29,"Austria",2,7,721.01511653449,288.506014223465,1335.86063385911,192.611899040249,83.9059847903474,323.491602234416,0,0,0.0129330350372102,0.00460641745569088,0.0257547104235335,0.0129330350371487,0.00460641745566812,0.0257547104234099,0.00710042965568464,0.00252906072515593,0.0141394354789546,4.90321787317651,3.9779538221934,5.78992175238624
"9",2020-03-01,"Austria",3,10,970.707284803093,400.54622130545,1745.04565716512,249.692168268603,112.040207081985,409.185023306008,0,0,0.0254807771742148,0.00907938826102894,0.0507264151154903,0.0254807771741532,0.00907938826100618,0.0507264151153668,0.0125477421370046,0.00447297080533807,0.0249717046919568,4.90311568966473,3.97781301714315,5.78986445486384
"10",2020-03-02,"Austria",4,14,1302.62537808893,554.717346502444,2275.55781199415,331.918093285837,154.171125196994,530.512154829027,0,0,0.0460118354867397,0.016420193495447,0.0914949643038141,0.0460118354866782,0.0164201934954242,0.0914949643036905,0.0205310583125249,0.00734080523441807,0.0407685491883238,4.90298295582286,3.9776366390312,5.78978703199877
