"","time","country","reported_cases","reported_cases_c","predicted_cases_c","predicted_min_c","predicted_max_c","predicted_cases","predicted_min","predicted_max","deaths","deaths_c","estimated_deaths_c","death_min_c","death_max_c","estimated_deaths_an_c","death_min_an_c","death_max_an_c","estimated_deaths","death_min","death_max","rt","rt_min","rt_max"
"1",2020-02-24,"Norway",0,0,41.1531460702718,10.8702187271817,105.142577808706,41.1531460702718,10.8702187271817,105.142577808706,0,0,4.11531460702718e-14,1.08702187271817e-14,1.05142577808706e-13,5.41684645575415e-16,1.23535918762949e-16,9.82123817642056e-16,4.11531460702718e-14,1.08702187271817e-14,1.05142577808706e-13,3.96806739123936,2.85644128614665,5.22055115672446
"2",2020-02-25,"Norway",0,0,82.3062921405436,21.7404374543635,210.285155617413,41.1531460702718,10.8702187271817,105.142577808706,0,0,4.44807748434998e-07,1.14403111650177e-07,1.15918836543534e-06,4.44807707823537e-07,1.14403100903494e-07,1.15918826127489e-06,4.44807707281852e-07,1.14403100779958e-07,1.15918826029276e-06,3.96806739123936,2.85644128614665,5.22055115672446
"3",2020-02-26,"Norway",0,0,123.459438210815,32.6106561815452,315.427733426119,41.1531460702718,10.8702187271817,105.142577808706,0,0,1.17874042841222e-05,3.03168218153911e-06,3.07184890029008e-05,1.17874042435108e-05,3.03168217079243e-06,3.07184888987403e-05,1.13425965356872e-05,2.91727906988894e-06,2.95593006374654e-05,3.96806739123936,2.85644128614665,5.22055115672446
"4",2020-02-27,"Norway",1,1,164.612584281087,43.4808749087269,420.570311234826,41.1531460702718,10.8702187271817,105.142577808706,0,0,9.06666377087707e-05,2.33191653865184e-05,0.000236281207161484,9.06666376681592e-05,2.33191653757717e-05,0.000236281207057324,7.88792334246485e-05,2.02874832049793e-05,0.000205562718158583,3.96806739123936,2.85644128614665,5.22055115672446
"5",2020-02-28,"Norway",3,4,205.765730351359,54.3510936359087,525.712889043532,41.1531460702718,10.8702187271817,105.142577808706,0,0,0.000400067465432239,0.000102896055570711,0.00104259324121679,0.000400067465391628,0.000102896055559964,0.00104259324111263,0.000309400827723468,7.95768901841927e-05,0.000806312034055307,3.96806739123936,2.85644128614665,5.22055115672446
"6",2020-02-29,"Norway",2,6,246.918876421631,65.2213123630904,630.855466852239,41.1531460702718,10.8702187271817,105.142577808706,0,0,0.0012804160527609,0.000329318859197712,0.00333682000637955,0.00128041605272029,0.000329318859186965,0.00333682000627539,0.000880348587328666,0.000226422803627001,0.00229422676516276,3.96806739123936,2.85644128614665,5.22055115672446
"7",2020-03-01,"Norway",9,15,326.867899456904,93.2622923093155,817.412145591442,79.9490230352733,28.0409799462251,186.556678739204,0,0,0.00331048136148634,0.00085144507756571,0.00862725862733403,0.00331048136144573,0.000851445077554963,0.00862725862722987,0.00203006530872543,0.000522126218367998,0.00529043862095448,3.96790123567028,2.85613741734427,5.22048301258229
"8",2020-03-02,"Norway",4,19,423.969237624357,127.847615038016,1042.77173917501,97.1013381674526,34.5853227287008,225.359593583571,0,0,0.00734029898681606,0.00188798343109344,0.0191286586803596,0.00734029898677545,0.0018879834310827,0.0191286586802554,0.00402981762532972,0.00103653835352773,0.0105014000530256,3.96784612268082,2.85606039688544,5.22045143302408
"9",2020-03-03,"Norway",6,25,544.318002631553,172.662063978448,1316.2353255247,120.348765007196,44.8144489404316,273.463586349686,0,0,0.0144555181099288,0.00372011862051885,0.0376588533369044,0.0144555181098881,0.0037201186205081,0.0376588533368003,0.0071152191231127,0.00183213518942541,0.0185301946565448,3.96777909279718,2.8559680965312,5.22041221904073
"10",2020-03-04,"Norway",8,33,695.706239613304,232.19003216604,1644.28226884969,151.388236981751,59.5279681875917,328.046943324991,0,0,0.0260607309301037,0.00672022211528188,0.0678137988395856,0.0260607309300631,0.00672022211527113,0.0678137988394814,0.011605212820175,0.00300010349476303,0.0301549455026811,3.96769567300728,2.85585826003681,5.22036043794314
"11",2020-03-05,"Norway",23,56,887.254964191441,311.751665790555,2038.79151971788,191.548724578137,79.5616336245154,394.509250868189,0,0,0.0438349336654288,0.0113547375022915,0.113770177894955,0.0438349336653882,0.0113547375022807,0.113770177894851,0.0177742027353251,0.00463451538700958,0.0459563790553697,3.96759018858523,2.85572732531446,5.22029010464355
"12",2020-03-06,"Norway",30,86,1130.13720216432,418.148978087812,2514.06137378892,242.882237972878,106.397312297257,475.269854071036,0,0,0.0697955213893973,0.0182232656721656,0.180328700588955,0.0697955213893567,0.0182232656721548,0.180328700588851,0.0259605877239685,0.00686852816987412,0.0665585226940001,3.96745599328342,2.85557095494806,5.22019398648107
"13",2020-03-07,"Norway",27,113,1438.47870802167,560.393437274319,3087.62450978957,308.34150585735,142.244459186507,573.563136000659,0,0,0.106434980766604,0.0281244915958113,0.273106507318187,0.106434980766563,0.0281244915958006,0.273106507318083,0.0366394593772067,0.00990122592364575,0.0927778067292317,3.96728490751974,2.85538404646795,5.22006259854366
"14",2020-03-08,"Norway",34,147,1830.34690957568,752.019200939004,3786.61513886136,391.868201554012,191.625763664685,698.990629071783,0,0,0.156741575997552,0.0421000871137211,0.398385894332561,0.156741575997512,0.0421000871137104,0.398385894332457,0.0503065952309483,0.0139755955179098,0.125279387014374,3.96706653175884,2.85516057213873,5.21988306923314
"15",2020-03-09,"Norway",22,169,2328.92739584499,1011.59934200485,4668.1342346447,498.580486269313,259.580141065843,881.519095783343,0,0,0.224396409154348,0.0615215157879905,0.563416349269168,0.224396409154308,0.0615215157879798,0.563416349269064,0.067654833156796,0.0194214286742694,0.165030454936607,3.96678749085541,2.8548933635294,5.21963780732324
"16",2020-03-10,"Norway",23,192,2964.00875334985,1362.8010847615,5740.37334302911,635.081357504858,351.201742756657,1072.23910838441,0,0,0.313950360817981,0.0881078379505406,0.776473658376218,0.31395036081794,0.0881078379505299,0.776473658376114,0.0895539516636325,0.0265863221625501,0.21305730910705,3.96643052845325,2.8545738663132,5.2193027679459
"17",2020-03-11,"Norway",85,277,3773.89703040357,1826.92242381826,7043.40986238993,809.888277053717,464.121339056754,1303.03651936082,0,0,0.431083775797112,0.124223166637818,1.04748312686758,0.431083775797072,0.124223166637807,1.04748312686748,0.117133414979131,0.0361153286872773,0.271009468491366,3.96597335622278,2.85419186033892,5.21884510304753
